row_id,column,value,confidence,source
1,ProviderNumber,10018,1.0000,jellyfish
2,ProviderNumber,10018,1.0000,jellyfish
3,ProviderNumber,10018,1.0000,jellyfish
4,ProviderNumber,10018,1.0000,jellyfish
5,ProviderNumber,10018,1.0000,jellyfish
6,ProviderNumber,10018,1.0000,jellyfish
7,ProviderNumber,10018,1.0000,jellyfish
8,ProviderNumber,10018,1.0000,jellyfish
9,ProviderNumber,10019,1.0000,jellyfish
10,ProviderNumber,10019,1.0000,jellyfish
11,ProviderNumber,10019,1.0000,jellyfish
12,ProviderNumber,10019,1.0000,jellyfish
13,ProviderNumber,10019,1.0000,jellyfish
14,ProviderNumber,11519,0.4000,jellyfish
15,ProviderNumber,10019,1.0000,jellyfish
16,ProviderNumber,10019,1.0000,jellyfish
17,ProviderNumber,10019,1.0000,jellyfish
18,ProviderNumber,10019,1.0000,jellyfish
19,ProviderNumber,10019,1.0000,jellyfish
20,ProviderNumber,10001,1.0000,jellyfish
21,ProviderNumber,10001,1.0000,jellyfish
22,ProviderNumber,10001,1.0000,jellyfish
23,ProviderNumber,10001,1.0000,jellyfish
24,ProviderNumber,10001,1.0000,jellyfish
25,ProviderNumber,10001,1.0000,jellyfish
26,ProviderNumber,10001,1.0000,jellyfish
27,ProviderNumber,10001,1.0000,jellyfish
28,ProviderNumber,10001,1.0000,jellyfish
29,ProviderNumber,10001,1.0000,jellyfish
30,ProviderNumber,10001,1.0000,jellyfish
31,ProviderNumber,10001,1.0000,jellyfish
32,ProviderNumber,10001,1.0000,jellyfish
33,ProviderNumber,10001,1.0000,jellyfish
34,ProviderNumber,10001,1.0000,jellyfish
35,ProviderNumber,10001,1.0000,jellyfish
36,ProviderNumber,10001,1.0000,jellyfish
37,ProviderNumber,10001,1.0000,jellyfish
38,ProviderNumber,10001,1.0000,jellyfish
39,ProviderNumber,10001,1.0000,jellyfish
40,ProviderNumber,10001,1.0000,jellyfish
41,ProviderNumber,10001,1.0000,jellyfish
42,ProviderNumber,10001,1.0000,jellyfish
43,ProviderNumber,10001,1.0000,jellyfish
44,ProviderNumber,10001,1.0000,jellyfish
45,ProviderNumber,10005,1.0000,jellyfish
46,ProviderNumber,x0005,1.0000,jellyfish
47,ProviderNumber,10005,1.0000,jellyfish
48,ProviderNumber,10005,1.0000,jellyfish
49,ProviderNumber,10005,1.0000,jellyfish
50,ProviderNumber,10005,1.0000,jellyfish
51,ProviderNumber,10005,1.0000,jellyfish
