row_id,column
51,sched_dep_time
53,sched_dep_time
54,sched_dep_time
55,sched_dep_time
56,sched_dep_time
57,sched_dep_time
59,sched_dep_time
60,sched_dep_time
61,sched_dep_time
62,sched_dep_time
64,sched_dep_time
67,sched_dep_time
68,sched_dep_time
69,sched_dep_time
70,sched_dep_time
71,sched_dep_time
74,sched_dep_time
75,sched_dep_time
77,sched_dep_time
78,sched_dep_time
81,sched_dep_time
82,sched_dep_time
83,sched_dep_time
84,sched_dep_time
85,sched_dep_time
86,sched_dep_time
87,sched_dep_time
90,sched_dep_time
91,sched_dep_time
93,sched_dep_time
94,sched_dep_time
95,sched_dep_time
96,sched_dep_time
98,sched_dep_time
100,sched_dep_time
101,sched_dep_time
102,sched_dep_time
103,sched_dep_time
104,sched_dep_time
105,sched_dep_time
106,sched_dep_time
108,sched_dep_time
109,sched_dep_time
110,sched_dep_time
111,sched_dep_time
113,sched_dep_time
114,sched_dep_time
115,sched_dep_time
116,sched_dep_time
117,sched_dep_time
118,sched_dep_time
119,sched_dep_time
120,sched_dep_time
122,sched_dep_time
124,sched_dep_time
125,sched_dep_time
126,sched_dep_time
127,sched_dep_time
128,sched_dep_time
131,sched_dep_time
132,sched_dep_time
133,sched_dep_time
134,sched_dep_time
135,sched_dep_time
136,sched_dep_time
137,sched_dep_time
138,sched_dep_time
139,sched_dep_time
140,sched_dep_time
141,sched_dep_time
142,sched_dep_time
144,sched_dep_time
145,sched_dep_time
146,sched_dep_time
148,sched_dep_time
149,sched_dep_time
150,sched_dep_time
152,sched_dep_time
155,sched_dep_time
159,sched_dep_time
160,sched_dep_time
162,sched_dep_time
163,sched_dep_time
165,sched_dep_time
166,sched_dep_time
168,sched_dep_time
171,sched_dep_time
172,sched_dep_time
173,sched_dep_time
174,sched_dep_time
176,sched_dep_time
179,sched_dep_time
180,sched_dep_time
183,sched_dep_time
184,sched_dep_time
185,sched_dep_time
188,sched_dep_time
189,sched_dep_time
192,sched_dep_time
197,sched_dep_time
201,sched_dep_time
203,sched_dep_time
205,sched_dep_time
206,sched_dep_time
210,sched_dep_time
217,sched_dep_time
219,sched_dep_time
220,sched_dep_time
223,sched_dep_time
224,sched_dep_time
225,sched_dep_time
226,sched_dep_time
227,sched_dep_time
228,sched_dep_time
234,sched_dep_time
236,sched_dep_time
239,sched_dep_time
243,sched_dep_time
338,sched_dep_time
340,sched_dep_time
341,sched_dep_time
342,sched_dep_time
343,sched_dep_time
