dataset,baseline,strata,alpha,scoring,human_cost,realized_error,repair_f1,err_hi,covered,on_pareto_front,backend
beers,CARE,marginal,0.05,errors,1.0,0.0,0.0,0.0,True,True,baran:csvs/baran_var_beers/3/baran_beers_mapped.csv
beers,CARE,mondrian,0.05,errors,1.0,0.0,0.0,0.0,True,True,baran:csvs/baran_var_beers/3/baran_beers_mapped.csv
beers,LLMOnly,-,0.05,errors,0.0,0.1520100502512563,0.8479899497487438,0.15613065326633166,False,True,baran:csvs/baran_var_beers/3/baran_beers_mapped.csv
beers,NoOp,-,0.05,errors,1.0,0.0,0.0,0.0,True,True,baran:csvs/baran_var_beers/3/baran_beers_mapped.csv
beers,CARE,marginal,0.1,errors,1.0,0.0,0.0,0.0,True,True,baran:csvs/baran_var_beers/3/baran_beers_mapped.csv
beers,CARE,mondrian,0.1,errors,0.2740963855421687,0.04536652835408023,0.8030250145433392,0.047302904564315386,True,True,baran:csvs/baran_var_beers/3/baran_beers_mapped.csv
beers,LLMOnly,-,0.1,errors,0.0,0.1520100502512563,0.8479899497487438,0.15613065326633166,False,True,baran:csvs/baran_var_beers/3/baran_beers_mapped.csv
beers,NoOp,-,0.1,errors,1.0,0.0,0.0,0.0,True,True,baran:csvs/baran_var_beers/3/baran_beers_mapped.csv
beers,CARE,marginal,0.2,errors,0.0,0.1520100502512563,0.8479899497487438,0.15613065326633166,True,True,baran:csvs/baran_var_beers/3/baran_beers_mapped.csv
beers,CARE,mondrian,0.2,errors,0.19678714859437751,0.04162499999999998,0.8537861915367484,0.04343749999999998,True,True,baran:csvs/baran_var_beers/3/baran_beers_mapped.csv
beers,LLMOnly,-,0.2,errors,0.0,0.1520100502512563,0.8479899497487438,0.15613065326633166,True,True,baran:csvs/baran_var_beers/3/baran_beers_mapped.csv
beers,NoOp,-,0.2,errors,1.0,0.0,0.0,0.0,True,True,baran:csvs/baran_var_beers/3/baran_beers_mapped.csv
