row_id,column,value,confidence,source
2178,beer_name,Hydraulion Red,1.0000,baran
470,beer_name,Archer's Ale (2004),1.0000,baran
472,beer_name,RoughTail IPA,1.0000,baran
811,beer_name,Adam's Stout,1.0000,baran
826,beer_name,North Third Stout,1.0000,baran
959,beer_name,Ozark American Pale Ale,1.0000,baran
1051,beer_name,Oktoberfest,1.0000,baran
1727,beer_name,Yellow Collar,1.0000,baran
1785,beer_name,California Lager,1.0000,baran
2233,beer_name,Track 1 Amber Lager,1.0000,baran
2178,ounces,12,1.0000,baran
14,ounces,16,1.0000,baran
15,ounces,16,1.0000,baran
19,ounces,12,1.0000,baran
30,ounces,12,1.0000,baran
47,ounces,12,1.0000,baran
53,ounces,12,1.0000,baran
56,ounces,16,1.0000,baran
59,ounces,16,1.0000,baran
70,ounces,16,1.0000,baran
87,ounces,12,1.0000,baran
94,ounces,16,1.0000,baran
95,ounces,16,1.0000,baran
114,ounces,12,1.0000,baran
129,ounces,12,1.0000,baran
162,ounces,12,1.0000,baran
178,ounces,16,1.0000,baran
201,ounces,16,1.0000,baran
208,ounces,12,1.0000,baran
225,ounces,16,1.0000,baran
227,ounces,16,1.0000,baran
229,ounces,16,1.0000,baran
274,ounces,12,1.0000,baran
297,ounces,12,1.0000,baran
321,ounces,12,1.0000,baran
338,ounces,12,1.0000,baran
354,ounces,12,1.0000,baran
364,ounces,12,1.0000,baran
365,ounces,12,1.0000,baran
395,ounces,16,1.0000,baran
399,ounces,16,1.0000,baran
403,ounces,16,1.0000,baran
430,ounces,16,1.0000,baran
446,ounces,16,1.0000,baran
452,ounces,12,1.0000,baran
484,ounces,16,1.0000,baran
551,ounces,16,1.0000,baran
555,ounces,12,1.0000,baran
604,ounces,12,1.0000,baran
619,ounces,12,1.0000,baran
676,ounces,16,1.0000,baran
678,ounces,16,1.0000,baran
715,ounces,12,1.0000,baran
725,ounces,12,1.0000,baran
758,ounces,12,1.0000,baran
781,ounces,12,1.0000,baran
785,ounces,12,1.0000,baran
804,ounces,12,1.0000,baran
812,ounces,16,1.0000,baran
815,ounces,12,1.0000,baran
860,ounces,12,1.0000,baran
875,ounces,16,1.0000,baran
894,ounces,12,1.0000,baran
904,ounces,12,1.0000,baran
914,ounces,12,1.0000,baran
926,ounces,12,1.0000,baran
957,ounces,12,1.0000,baran
970,ounces,12,1.0000,baran
979,ounces,12,1.0000,baran
986,ounces,16,1.0000,baran
991,ounces,16,1.0000,baran
1039,ounces,12,1.0000,baran
1054,ounces,16,1.0000,baran
1079,ounces,12,1.0000,baran
1129,ounces,12,1.0000,baran
1160,ounces,12,1.0000,baran
1176,ounces,12,1.0000,baran
1182,ounces,12,1.0000,baran
1190,ounces,12,1.0000,baran
1244,ounces,12,1.0000,baran
1248,ounces,12,1.0000,baran
1263,ounces,12,1.0000,baran
1292,ounces,12,1.0000,baran
1320,ounces,12,1.0000,baran
1377,ounces,12,1.0000,baran
1401,ounces,12,1.0000,baran
1429,ounces,16,1.0000,baran
1455,ounces,12,1.0000,baran
1471,ounces,12,1.0000,baran
1505,ounces,12,1.0000,baran
1508,ounces,12,1.0000,baran
1513,ounces,12,1.0000,baran
1514,ounces,12,1.0000,baran
1516,ounces,12,1.0000,baran
1544,ounces,12,1.0000,baran
1588,ounces,12,1.0000,baran
1593,ounces,12,1.0000,baran
1612,ounces,12,1.0000,baran
1638,ounces,12,1.0000,baran
1663,ounces,12,1.0000,baran
1664,ounces,12,1.0000,baran
1680,ounces,12,1.0000,baran
1727,ounces,12,1.0000,baran
1743,ounces,12,1.0000,baran
1763,ounces,12,1.0000,baran
1765,ounces,16,1.0000,baran
1811,ounces,12,1.0000,baran
1848,ounces,12,1.0000,baran
1868,ounces,12,1.0000,baran
1877,ounces,12,1.0000,baran
1882,ounces,12,1.0000,baran
1921,ounces,12,1.0000,baran
1932,ounces,12,1.0000,baran
1933,ounces,12,1.0000,baran
2003,ounces,12,1.0000,baran
2023,ounces,12,1.0000,baran
2040,ounces,16,1.0000,baran
2056,ounces,16,1.0000,baran
2067,ounces,16,1.0000,baran
2104,ounces,16,1.0000,baran
2109,ounces,16,1.0000,baran
2137,ounces,12,1.0000,baran
2149,ounces,12,1.0000,baran
2151,ounces,12,1.0000,baran
2154,ounces,12,1.0000,baran
2181,ounces,16,1.0000,baran
2229,ounces,16,1.0000,baran
2237,ounces,12,1.0000,baran
2245,ounces,12,1.0000,baran
2272,ounces,12,1.0000,baran
2319,ounces,12,1.0000,baran
2328,ounces,12,1.0000,baran
2331,ounces,12,1.0000,baran
2332,ounces,12,1.0000,baran
2403,ounces,12,1.0000,baran
2178,abv,0.053,1.0000,baran
65,abv,0.053,1.0000,baran
183,abv,0.053,1.0000,baran
525,abv,22,1.0000,baran
558,abv,0.053,1.0000,baran
768,abv,0.053,1.0000,baran
1015,abv,22,1.0000,baran
1018,abv,0.053,1.0000,baran
1068,abv,0.053,1.0000,baran
1077,abv,0.053,1.0000,baran
1109,abv,0.053,1.0000,baran
1111,abv,0.053,1.0000,baran
1128,abv,0.053,1.0000,baran
1135,abv,0.053,1.0000,baran
1144,abv,0.053,1.0000,baran
1190,abv,0.053,1.0000,baran
1195,abv,0.053,1.0000,baran
1246,abv,0.053,1.0000,baran
1374,abv,22,1.0000,baran
1588,abv,0.053,1.0000,baran
1596,abv,0.053,1.0000,baran
1882,abv,0.053,1.0000,baran
1948,abv,0.053,1.0000,baran
2038,abv,0.053,1.0000,baran
2051,abv,0.053,1.0000,baran
2054,abv,0.053,1.0000,baran
2082,abv,0.053,1.0000,baran
2143,abv,0.053,1.0000,baran
2191,abv,22,1.0000,baran
2178,ibu,22,1.0000,baran
2178,state,VA,1.0000,baran
41,state,FL,1.0000,baran
53,state,IN,1.0000,baran
59,state,WA,1.0000,baran
83,state,WA,1.0000,baran
89,state,AK,1.0000,baran
115,state,WI,1.0000,baran
136,state,TX,1.0000,baran
142,state,WA,1.0000,baran
144,state,WA,1.0000,baran
146,state,CO,1.0000,baran
168,state,NC,1.0000,baran
178,state,CT,1.0000,baran
203,state,MN,1.0000,baran
205,state,CO,1.0000,baran
216,state,MA,1.0000,baran
217,state,MA,1.0000,baran
224,state,MN,1.0000,baran
244,state,MA,1.0000,baran
265,state,FL,1.0000,baran
268,state,MN,1.0000,baran
288,state,MI,1.0000,baran
289,state,MI,1.0000,baran
323,state,NY,1.0000,baran
330,state,FL,1.0000,baran
341,state,CO,1.0000,baran
366,state,UT,1.0000,baran
370,state,CO,1.0000,baran
400,state,MI,1.0000,baran
423,state,MI,1.0000,baran
426,state,MI,1.0000,baran
428,state,MI,1.0000,baran
431,state,MI,1.0000,baran
451,state,FL,1.0000,baran
456,state,AK,1.0000,baran
461,state,CO,1.0000,baran
464,state,NV,1.0000,baran
465,state,NV,1.0000,baran
489,state,NY,1.0000,baran
490,state,CA,1.0000,baran
509,state,OR,1.0000,baran
518,state,OR,1.0000,baran
522,state,NC,1.0000,baran
528,state,MA,1.0000,baran
542,state,WI,1.0000,baran
567,state,TX,1.0000,baran
589,state,IN,1.0000,baran
602,state,FL,1.0000,baran
603,state,FL,1.0000,baran
608,state,FL,1.0000,baran
623,state,FL,1.0000,baran
625,state,OR,1.0000,baran
659,state,CA,1.0000,baran
667,state,NC,1.0000,baran
669,state,CO,1.0000,baran
673,state,CO,1.0000,baran
675,state,IN,1.0000,baran
679,state,ME,1.0000,baran
693,state,CA,1.0000,baran
697,state,TX,1.0000,baran
704,state,TX,1.0000,baran
705,state,KS,1.0000,baran
715,state,CO,1.0000,baran
717,state,IL,1.0000,baran
724,state,CA,1.0000,baran
738,state,CO,1.0000,baran
794,state,MT,1.0000,baran
797,state,IL,1.0000,baran
812,state,MI,1.0000,baran
857,state,AZ,1.0000,baran
880,state,MT,1.0000,baran
896,state,CA,1.0000,baran
911,state,AL,1.0000,baran
913,state,AL,1.0000,baran
918,state,IL,1.0000,baran
970,state,IA,1.0000,baran
977,state,IA,1.0000,baran
978,state,IA,1.0000,baran
979,state,IA,1.0000,baran
998,state,IN,1.0000,baran
1012,state,CT,1.0000,baran
1038,state,CA,1.0000,baran
1069,state,TX,1.0000,baran
1076,state,NY,1.0000,baran
1101,state,NC,1.0000,baran
1107,state,CO,1.0000,baran
1116,state,FL,1.0000,baran
1137,state,WI,1.0000,baran
1141,state,NV,1.0000,baran
1148,state,TX,1.0000,baran
1150,state,TX,1.0000,baran
1154,state,TX,1.0000,baran
