row_id,column,value,confidence,source
670,ProviderNumber,10033,1.0000,baran
5,ProviderNumber,10018,1.0000,baran
10,ProviderNumber,10036,1.0000,baran
12,ProviderNumber,10019,1.0000,baran
13,ProviderNumber,10019,1.0000,baran
15,ProviderNumber,10019,1.0000,baran
16,ProviderNumber,10019,1.0000,baran
17,ProviderNumber,10016,1.0000,baran
18,ProviderNumber,10039,1.0000,baran
20,ProviderNumber,10001,1.0000,baran
22,ProviderNumber,10033,1.0000,baran
24,ProviderNumber,10001,1.0000,baran
26,ProviderNumber,10001,1.0000,baran
29,ProviderNumber,10001,1.0000,baran
36,ProviderNumber,10001,1.0000,baran
40,ProviderNumber,10001,1.0000,baran
41,ProviderNumber,10001,1.0000,baran
42,ProviderNumber,10044,1.0000,baran
43,ProviderNumber,10033,1.0000,baran
44,ProviderNumber,10001,1.0000,baran
48,ProviderNumber,10005,1.0000,baran
49,ProviderNumber,10005,1.0000,baran
51,ProviderNumber,10005,1.0000,baran
53,ProviderNumber,10005,1.0000,baran
54,ProviderNumber,10005,1.0000,baran
55,ProviderNumber,10005,1.0000,baran
60,ProviderNumber,10005,1.0000,baran
62,ProviderNumber,10005,1.0000,baran
64,ProviderNumber,10032,1.0000,baran
69,ProviderNumber,10005,1.0000,baran
70,ProviderNumber,10006,1.0000,baran
73,ProviderNumber,10027,1.0000,baran
74,ProviderNumber,10006,1.0000,baran
80,ProviderNumber,10006,1.0000,baran
83,ProviderNumber,10006,1.0000,baran
86,ProviderNumber,10006,1.0000,baran
88,ProviderNumber,10006,1.0000,baran
90,ProviderNumber,10006,1.0000,baran
94,ProviderNumber,10006,1.0000,baran
99,ProviderNumber,10007,1.0000,baran
107,ProviderNumber,10045,1.0000,baran
108,ProviderNumber,10056,1.0000,baran
109,ProviderNumber,10007,1.0000,baran
110,ProviderNumber,10009,1.0000,baran
111,ProviderNumber,10007,1.0000,baran
112,ProviderNumber,10036,1.0000,baran
115,ProviderNumber,10005,1.0000,baran
119,ProviderNumber,10018,1.0000,baran
121,ProviderNumber,10008,1.0000,baran
124,ProviderNumber,10164,1.0000,baran
129,ProviderNumber,10008,1.0000,baran
134,ProviderNumber,10009,1.0000,baran
136,ProviderNumber,10008,1.0000,baran
140,ProviderNumber,10019,1.0000,baran
146,ProviderNumber,10009,1.0000,baran
149,ProviderNumber,10009,1.0000,baran
150,ProviderNumber,10009,1.0000,baran
152,ProviderNumber,10009,1.0000,baran
153,ProviderNumber,10035,1.0000,baran
158,ProviderNumber,10019,1.0000,baran
161,ProviderNumber,10009,1.0000,baran
163,ProviderNumber,10009,1.0000,baran
171,ProviderNumber,10010,1.0000,baran
173,ProviderNumber,10006,1.0000,baran
182,ProviderNumber,10010,1.0000,baran
183,ProviderNumber,10010,1.0000,baran
189,ProviderNumber,10010,1.0000,baran
